total_pop,pop_density,housing_density,County,hh_income,land_use,State,EPA_region,native_prop,Climate_Zone
65359,144.6,63,29187,38589,5,29,7,0.0037638274759405742,Central
998954,1967.2,862.6,29189,57561,2,29,7,0.001964054400903345,Central
23370,30.9,13.4,29195,38818,5,29,7,0.003209242618741977,Central
4431,14.4,6.8,29197,31358,5,29,7,0.001579778830963665,Central
4843,11.1,5.4,29199,39722,6,29,7,0.0024778030146603344,Central
39191,93.3,40.4,29201,37716,5,29,7,0.0021178331759842822,Central
8441,8.4,4.1,29203,30766,6,29,7,0.009122141926312048,Central
6373,12.7,6.4,29205,35012,6,29,7,0.0017260316962184215,Central
29968,36.4,16.5,29207,35932,6,29,7,0.0036372130272290444,Central
32202,69.4,43.9,29209,41351,5,29,7,0.0056518228681448355,Central
6714,10.4,5.2,29211,30459,6,29,7,0.0065534703604408695,Central
51675,81.7,46.3,29213,39026,5,29,7,0.007934204160619254,Central
26008,22.1,9.9,29215,31552,6,29,7,0.006920947400799754,Central
21159,25.6,11.5,29217,34387,6,29,7,0.007325487972021362,Central
32513,75.9,34.3,29219,50231,2,29,7,0.004090671423738197,Central
25195,33.2,14.5,29221,35901,6,29,7,0.0039690414764834295,Central
13521,17.8,10.6,29223,30621,6,29,7,0.004141705495155684,Central
36202,61.1,24.3,29225,40889,3,29,7,0.006739959118280758,Central
2171,8.1,4.8,29227,38220,6,29,7,0.0023030861354214646,Central
18815,27.6,12.8,29229,29636,6,29,7,0.005633802816901409,Central
319294,5157.5,2842.9,29510,33652,1,29,7,0.0026245403922403802,Central
9246,1.7,1,30001,38264,6,30,8,0.013735669478693488,West North Central
12865,2.6,0.9,30003,36550,6,30,8,0.6432180334240186,West North Central
6491,1.5,0.7,30005,37034,6,30,8,0.4942227699892158,West North Central
5612,4.7,2.3,30007,44667,6,30,8,0.01300784034212402,West North Central
10078,4.9,3.1,30009,49010,4,30,8,0.008334987100615202,West North Central
1160,0.3,0.2,30011,35703,6,30,8,0.009482758620689655,West North Central
81327,30.1,13.8,30013,42389,4,30,8,0.04287628954713687,West North Central
5813,1.5,0.7,30015,41064,6,30,8,0.2179597453982453,West North Central
11699,3.1,1.5,30017,38913,6,30,8,0.016753568681083852,West North Central
1751,1.2,0.8,30019,38125,6,30,8,0.0211307824100514,West North Central
8966,3.8,1.8,30021,50752,6,30,8,0.017399063127370065,West North Central
9298,12.6,7,30023,35310,6,30,8,0.030651753065175306,West North Central
2890,1.8,0.9,30025,52529,6,30,8,0.004152249134948097,West North Central
11586,2.7,1.3,30027,37607,6,30,8,0.012342482306231658,West North Central
90928,17.9,9.2,30029,44998,5,30,8,0.011305648425127574,West North Central
89513,34.4,16.2,30031,50136,5,30,8,0.008724989666305452,West North Central
1206,0.3,0.2,30033,42955,6,30,8,0.0041459369817578775,West North Central
13399,4.5,1.8,30035,38075,6,30,8,0.6563922680797074,West North Central
884,0.8,0.4,30037,35726,4,30,8,0.010180995475113122,West North Central
3079,1.8,1.6,30039,36052,6,30,8,0.004222150048717116,West North Central
16096,5.6,2.5,30041,43606,6,30,8,0.2172589463220676,West North Central
11406,6.9,3.1,30043,56695,5,30,8,0.014290724180256006,West North Central
2072,1.1,0.7,30045,41473,6,30,8,0.008204633204633204,West North Central
28746,19.3,11.1,30047,37274,6,30,8,0.22013497530091142,West North Central
63395,18.3,8.7,30049,50238,5,30,8,0.0210584430948813,West North Central
2339,1.6,0.7,30051,40212,6,30,8,0.0021376656690893546,West North Central
19687,5.4,3.2,30053,30823,6,30,8,0.009244679229948698,West North Central
1734,0.7,0.4,30055,48167,6,30,8,0.004036908881199538,West North Central
7691,2.1,1.9,30057,42998,6,30,8,0.0049408399427902745,West North Central
1891,0.8,0.6,30059,31577,6,30,8,0.0026441036488630354,West North Central
4223,3.5,2,30061,37256,6,30,8,0.014918304522851054,West North Central
109299,42.1,19.3,30063,42887,4,30,8,0.026276544158683978,West North Central
4538,2.4,1.4,30065,37033,6,30,8,0.013442044953724107,West North Central
15636,5.6,3.3,30067,38830,6,30,8,0.00837810181632131,West North Central
494,0.3,0.2,30069,36875,6,30,8,0,West North Central
4253,0.8,0.5,30071,36453,6,30,8,0.08252997883846697,West North Central
6153,3.8,1.6,30073,36419,6,30,8,0.14464488867219244,West North Central
1743,0.5,0.3,30075,37685,6,30,8,0.01549053356282272,West North Central
7027,3,1.3,30077,39851,6,30,8,0.044115554290593426,West North Central
1179,0.7,0.4,30079,34896,6,30,8,0.0016963528413910093,West North Central
40212,16.8,8.2,30081,43000,6,30,8,0.008952551477170993,West North Central
9746,4.7,2.2,30083,52516,6,30,8,0.016519597783706135,West North Central
10425,4.4,1.7,30085,37451,6,30,8,0.6040287769784173,West North Central
9233,1.8,0.8,30087,44776,6,30,8,0.34679952344849996,West North Central
11413,4.1,2.4,30089,30622,6,30,8,0.04424778761061947,West North Central
3384,2,1.2,30091,39578,6,30,8,0.016843971631205674,West North Central
34200,47.6,23.3,30093,37986,5,30,8,0.019152046783625733,West North Central
9117,5.1,2.7,30095,57227,6,30,8,0.008007019853021827,West North Central
3651,2,1.2,30097,43723,6,30,8,0.004108463434675432,West North Central
6073,2.7,1.3,30099,39516,6,30,8,0.014490367199077885,West North Central
5324,2.8,1.2,30101,42949,6,30,8,0.04526671675432006,West North Central
718,0.7,0.4,30103,37969,6,30,8,0.008356545961002786,West North Central
7369,1.5,1,30105,42050,6,30,8,0.09824942325960104,West North Central
2168,1.5,0.8,30107,30321,6,30,8,0.004612546125461255,West North Central
1017,1.1,0.6,30109,40417,6,30,8,0.003933136676499509,West North Central
147972,56.2,24.3,30111,48641,4,30,8,0.039744005622685374,West North Central
31364,55.7,23.7,31001,44443,5,31,7,0.00417676316796327,West North Central
6685,7.8,3.8,31003,37058,6,31,7,0.0016454749439042632,West North Central
460,0.6,0.4,31005,43250,6,31,7,0.004347826086956522,West North Central
690,0.9,0.5,31007,34063,5,31,7,0.004347826086956522,West North Central
478,0.7,0.5,31009,39000,6,31,7,0,West North Central
5505,8,3.9,31011,40703,6,31,7,0.0021798365122615805,West North Central
11308,10.5,5.1,31013,44404,6,31,7,0.03616908383445348,West North Central
2099,3.9,2.6,31015,34906,6,31,7,0.005717008099094807,West North Central
3145,2.6,1.5,31017,28038,6,31,7,0.002861685214626391,West North Central
46102,47.6,19.7,31019,47120,5,31,7,0.00279814324758145,West North Central
6858,14,7.1,31021,43817,6,31,7,0.016768737241178187,West North Central
8395,14.4,6.9,31023,44595,6,31,7,0.0013103037522334722,West North Central
25241,45.3,19.9,31025,62039,3,31,7,0.0032883007804762093,West North Central
8852,12,5.6,31027,40497,6,31,7,0.0024853140533212833,West North Central
3966,4.4,2.2,31029,38314,6,31,7,7.564296520423601e-4,West North Central
5713,1,0.5,31031,43431,6,31,7,0.05863819359355855,West North Central
9998,8.4,4.1,31033,49493,6,31,7,0.006601320264052811,West North Central
6542,11.4,5.2,31035,42909,6,31,7,0.004738612045246102,West North Central
10515,25.5,10,31037,48133,6,31,7,0.010841654778887305,West North Central
9139,16,7.4,31039,44278,6,31,7,0.003173213699529489,West North Central
10939,4.2,2.2,31041,42364,6,31,7,0.0031995612030350125,West North Central
21006,79.5,28.9,31043,43729,4,31,7,0.02694468247167476,West North Central
9182,6.6,3,31045,34937,6,31,7,0.03942496188194293,West North Central
24326,24,10,31047,41830,5,31,7,0.008180547562279043,West North Central
1941,4.4,2.4,31049,37148,6,31,7,0.005151983513652756,West North Central
6000,12.6,5.6,31051,42388,4,31,7,0.003833333333333333,West North Central
36691,69.4,31.4,31053,42849,5,31,7,0.00490583521844594,West North Central
517110,1574.4,668.5,31055,51878,3,31,7,0.007215099301889347,West North Central
2008,2.2,1.2,31057,37031,6,31,7,0.006474103585657371,West North Central
5890,10.2,5.1,31059,43167,6,31,7,0.004753820033955857,West North Central
3225,5.6,3,31061,37220,6,31,7,0.0031007751937984496,West North Central
2756,2.8,1.6,31063,42009,6,31,7,0.002902757619738752,West North Central
4959,6.9,3.8,31065,37938,6,31,7,0.004033071183706392,West North Central
22311,26.2,12.3,31067,43311,5,31,7,0.004840661557079467,West North Central
2057,1.2,0.8,31069,32962,6,31,7,0.00583373845405931,West North Central
2049,3.6,2.1,31071,38709,6,31,7,0,West North Central
2044,4.5,2.8,31073,41442,5,31,7,9.784735812133072e-4,West North Central
614,0.8,0.5,31075,39261,6,31,7,0.0016286644951140066,West North Central
2538,4.5,2.3,31077,41181,6,31,7,0.001970055161544523,West North Central
58607,107.3,43.1,31079,46138,4,31,7,0.009026225536198747,West North Central
9124,16.8,7.3,31081,50702,4,31,7,0.0016440157825515125,West North Central
3423,6.2,4.3,31083,44656,6,31,7,0.0043821209465381246,West North Central
967,1.4,0.7,31085,45595,6,31,7,0.002068252326783868,West North Central
2908,4.1,2.5,31087,35549,6,31,7,0.0041265474552957355,West North Central
10435,4.3,2.2,31089,43452,6,31,7,0.0027791087685673215,West North Central
736,1,0.6,31091,38750,6,31,7,0.005434782608695652,West North Central
6274,11,5.2,31093,45453,4,31,7,0.0035065349059611095,West North Central
7547,13.2,6.9,31095,42665,6,31,7,0.00357758049556115,West North Central
5217,13.9,5.8,31097,42083,6,31,7,0.011117500479202607,West North Central
6489,12.6,5.6,31099,54518,5,31,7,0.0024657112035752814,West North Central
8368,7.9,5.1,31101,42898,6,31,7,0.00489961759082218,West North Central
824,1.1,0.7,31103,32000,6,31,7,0.0012135922330097086,West North Central
3821,4,2.1,31105,42010,6,31,7,0.01308557969118032,West North Central
8701,7.9,4.3,31107,36798,6,31,7,0.0903344443167452,West North Central
285407,340.8,144.3,31109,50849,3,31,7,0.007498064168012698,West North Central
36288,14.2,6.5,31111,45181,5,31,7,0.00589726631393298,West North Central
763,1.3,0.7,31113,45192,5,31,7,0.009174311926605505,West North Central
632,1.1,0.7,31115,34219,6,31,7,0.0015822784810126582,West North Central
539,0.6,0.3,31117,50625,5,31,7,0,West North Central
34876,60.9,26.2,31119,44089,5,31,7,0.011497878197040946,West North Central
7845,16.2,7.6,31121,46116,4,31,7,0.003951561504142766,West North Central
5042,3.5,1.7,31123,37717,6,31,7,0.01090836969456565,West North Central
3735,8.5,4.1,31125,41610,6,31,7,0.002677376171352075,West North Central
7248,17.8,8.6,31127,42534,6,31,7,0.0026214128035320088,West North Central
4500,7.8,4.3,31129,31761,6,31,7,0.0022222222222222222,West North Central
15740,25.6,11.4,31131,47493,6,31,7,0.002922490470139771,West North Central
2773,6.4,3.7,31133,41969,6,31,7,0.00144248106743599,West North Central
2970,3.4,1.6,31135,47000,6,31,7,0.00202020202020202,West North Central
9188,17,7.7,31137,45221,6,31,7,0.0038093164997823246,West North Central
7266,12.7,5.6,31139,48318,5,31,7,0.002202036884117809,West North Central
32237,47.8,19.8,31141,49523,5,31,7,0.0067934361137822995,West North Central
5406,12.3,6.2,31143,48444,6,31,7,0.0020347761746207916,West North Central
11055,15.4,7.3,31145,41927,6,31,7,0.004703753957485301,West North Central
8363,15.2,8,31147,35165,6,31,7,0.02989357885926103,West North Central
1526,1.5,0.9,31149,39159,6,31,7,0.005897771952817824,West North Central
14200,24.7,10,31151,45469,6,31,7,0.0038732394366197184,West North Central
158840,664.6,259.2,31153,68280,3,31,7,0.004614706623016872,West North Central
20780,27.7,12.3,31155,57699,3,31,7,0.002550529355149182,West North Central
36970,50,22.2,31157,39004,5,31,7,0.021152285637002975,West North Central
16750,29.3,12,31159,55877,3,31,7,0.003164179104477612,West North Central
5469,2.2,1.2,31161,33608,6,31,7,0.11318339733040775,West North Central
3152,5.6,3.4,31163,38631,6,31,7,6.345177664974619e-4,West North Central
1311,0.6,0.4,31165,42386,5,31,7,0.0015255530129672007,West North Central
6129,14.3,6.2,31167,47713,5,31,7,0.004078968836678088,West North Central
5228,9.1,4.8,31169,39159,6,31,7,0.001530221882172915,West North Central
647,0.9,0.6,31171,48250,6,31,7,0.0015455950540958269,West North Central
6940,17.6,6.1,31173,39048,6,31,7,0.5710374639769452,West North Central
4260,7.5,4,31175,38588,6,31,7,0.0011737089201877935,West North Central
20234,51.9,21.3,31177,61940,3,31,7,0.002174557675200158,West North Central
9595,21.7,8.5,31179,45000,6,31,7,0.003335070349140177,West North Central
3812,6.6,3.3,31181,38015,6,31,7,0.002098635886673662,West North Central
818,1.4,1,31183,37222,6,31,7,0.0012224938875305623,West North Central
13665,23.9,10.9,31185,47689,6,31,7,0.004244420051225759,West North Central
24877,5,2.2,32001,51597,5,32,9,0.04538328576596857,West
1951269,247.3,106.5,32003,56258,1,32,9,0.007391087543542177,West
46997,66.2,33.4,32005,60721,5,32,9,0.019065046705108838,West
48818,2.8,1.1,32007,67038,5,32,9,0.05313613830963989,West
783,0.2,0.2,32009,39712,6,32,9,0.0421455938697318,West
1987,0.5,0.3,32011,61400,5,32,9,0.02365374937091092,West
16528,1.7,0.7,32013,55656,5,32,9,0.04186834462729913,West
5775,1.1,0.5,32015,66525,6,32,9,0.0419047619047619,West
5345,0.5,0.3,32017,44695,6,32,9,0.011412535079513564,West
51980,26,11.3,32019,48433,5,32,9,0.02474028472489419,West
4772,1.3,0.8,32021,35446,6,32,9,0.15549036043587594,West
43946,2.4,1.2,32023,41181,5,32,9,0.01599690529285942,West
6753,1.1,0.4,32027,56491,6,32,9,0.03213386642973493,West
4010,15.3,7.6,32029,61525,3,32,9,0.01596009975062344,West
421407,66.9,29.3,32031,55658,3,32,9,0.017106977340196058,West
10030,1.1,0.5,32033,48545,6,32,9,0.04177467597208375,West
55274,382.1,162.7,32510,52067,4,32,9,0.02362774541375692,West
60088,150.1,93.4,33001,54929,5,33,1,0.002096924510717614,Northeast
47818,51.4,42.8,33003,49897,6,33,1,0.0027604667698356267,Northeast
77117,109.1,49.2,33005,53828,5,33,1,0.0025026907167031913,Northeast
33055,18.4,11.9,33007,41534,5,33,1,0.0038723339888065344,Northeast
89118,52.2,29.9,33009,53075,5,33,1,0.003691734554186584,Northeast
400721,457.4,189.5,33011,69321,3,33,1,0.002398177285442989,Northeast
146445,156.8,68,33013,63012,5,33,1,0.0026699443477073304,Northeast
295223,425,182.4,33015,75825,2,33,1,0.00164621320154595,Northeast
123143,333.7,140.1,33017,57809,2,33,1,0.002233176063600854,Northeast
43742,81.4,41.6,33019,50689,5,33,1,0.0029491106945269993,Northeast
274549,494.1,227.9,34001,54766,3,34,2,0.0038244539226149066,Northeast
905116,3884.5,1512.3,34003,81708,2,34,2,0.0022770562005312027,Northeast
448734(r46247),561.9,219.9,34005,76258,2,34,2,0.0021950643365557325,Northeast
513657(r46259),2321.5,926.2,34007,60976,2,34,2,0.00313049369520906,Northeast
97265,386.9,391,34009,54292,4,34,2,0.002107644065182748,Northeast
156898,324.4,115.4,34011,50651,4,34,2,0.01112824892605387,Northeast
783969,6211.5,2479.6,34013,55125,1,34,2,0.0038981133182562065,Northeast
288288,895.3,341,34015,72664,2,34,2,0.0017378454878454878,Northeast
634266(r46393),13731.4,5852.5,34017,55275,1,34,2,0.006434208991180357,Northeast
128349(r46697),300,115.7,34019,100980,2,34,2,0.0013011398608481562,Northeast
366513(r46718),1632.2,637.6,34021,71217,3,34,2,0.0032577289209386844,Northeast
809858,2621.6,954.3,34023,77615,2,34,2,0.003428996194394573,Northeast
630380,1344.7,551.2,34025,82265,2,34,2,0.0019210634855166724,Northeast
492276,1069.8,412.5,34027,96747,2,34,2,0.0016352615199603474,Northeast
576567,917,442.2,34029,59620,2,34,2,0.001675434077912888,Northeast
501226,2715.3,953.3,34031,54944,2,34,2,0.006679621567915471,Northeast
66083,199.1,82.6,34033,59441,2,34,2,0.0036317963772831137,Northeast
323444,1071.7,408,34035,97440,2,34,2,0.0017189992703528277,Northeast
149265,287.6,119.6,34037,83089,2,34,2,0.0015676816400361773,Northeast
536499,5216.1,1939.5,34039,66791,1,34,2,0.0038769876551494036,Northeast
108692,304.5,125.9,34041,71364,3,34,2,0.001426047915209951,Northeast
662564,570.8,244.9,35001,47481,3,35,6,0.04791084332985191,Southwest
3725,0.5,0.5,35003,31914,6,35,6,0.02657718120805369,Southwest
65645,10.8,4.4,35005,37524,5,35,6,0.012400030466905325,Southwest
27213,6,2.4,35006,37361,5,35,6,0.4099511262999302,Southwest
13750,3.7,2.7,35007,39216,6,35,6,0.014690909090909091,Southwest
48376,34.4,14.3,35009,38090,5,35,6,0.011700016537125848,Southwest
2022,0.9,0.6,35011,30643,6,35,6,0.006429277942631058,Southwest
209233,55,21.4,35013,36657,4,35,6,0.015040648463674469,Southwest
53829,12.9,5.4,35015,46583,5,35,6,0.015047650894499248,Southwest
29514,7.4,3.7,35017,36591,5,35,6,0.013552890153825303,Southwest
4687,1.5,0.8,35019,28488,6,35,6,0.01920204821847664,Southwest
695,0.3,0.2,35021,33750,6,35,6,0.011510791366906475,Southwest
4894,1.4,0.7,35023,36733,6,35,6,0.008377605230894973,Southwest
64727,14.7,5.7,35025,43910,5,35,6,0.011896117539821095,Southwest
20497,4.2,3.6,35027,43750,6,35,6,0.02385714982680392,Southwest
17950,164.4,76.5,35028,103643,5,35,6,0.007910863509749304,Southwest
25095,8.5,3.7,35029,27997,5,35,6,0.012631998406056983,Southwest
71492,13.1,4.7,35031,31335,5,35,6,0.7551614166620041,Southwest
4881,2.5,1.7,35033,37784,6,35,6,0.013112067199344397,Southwest
63797(r46881),9.6,4.7,35035,39615,5,35,6,0.06694672163267865,Southwest
9041,3.1,1.9,35037,28773,6,35,6,0.012498617409578586,Southwest
40246,6.9,3.4,35039,41437,5,35,6,0.16018983252994087,Southwest
19846,8.1,3.3,35041,37762,5,35,6,0.012748160838456112,Southwest
131561,35.5,14.1,35043,57158,3,35,6,0.1287995682611108,Southwest
130044,23.6,8.9,35045,46189,4,35,6,0.3663375472916859,Southwest
29393,6.2,3.3,35047,32213,5,35,6,0.017283026570952268,Southwest
144170,75.5,37.3,35049,52696,4,35,6,0.03111604355968648,Southwest
11988,2.9,2,35051,25583,6,35,6,0.016599933266599934,Southwest
17866,2.7,1.2,35053,33284,6,35,6,0.1165341990372775,Southwest
32937,15,9.2,35055,35441,5,35,6,0.06166317515256398,Southwest
16383,4.9,2.3,35057,37117,3,35,6,0.023377891717023744,Southwest
4549,1.2,0.6,35059,39975,6,35,6,0.019564739503187514,Southwest
76569,71.8,28.2,35061,42044,3,35,6,0.038070237302302495,Southwest
304204,581.9,263.5,36001,56090,3,36,2,0.0021498731114646752,Northeast
48946,47.6,25.4,36003,41305,6,36,2,0.0023086666939075716,Northeast
1385108,32903.3,12160.1,36005,34264,1,36,2,0.013183087528192748,Northeast
200600,284.2,128.3,36007,44457,4,36,2,0.0019740777666999005,Northeast
80317,61.4,31.4,36009,42466,5,36,2,0.03041697274549597,Northeast
80026,115.7,52.8,36011,48415,5,36,2,0.0035363506860270413,Northeast
134905,127.2,63.1,36013,40639,5,36,2,0.005107297728030836,Northeast
88830,218.1,94.2,36015,44502,4,36,2,0.002622987729370708,Northeast
50477,56.5,27.7,36017,43943,6,36,2,0.0034074925213463557,Northeast
82128,79.1,34.6,36019,47489,5,36,2,0.003482368984999026,Northeast
63096,99.4,51.6,36021,55546,5,36,2,0.0019494104222137695,Northeast
49336,98.9,41.3,36023,45338,5,36,2,0.002776876925571591,Northeast
47980,33.3,21.6,36025,42967,6,36,2,0.0027303042934556064,Northeast
297488,373.9,149.1,36027,69838,2,36,2,0.0030018017533480343,Northeast
919040,881.4,402.8,36029,47372,1,36,2,0.006428447075208914,Northeast
39370,21.9,14.3,36031,45216,6,36,2,0.0032004064008128016,Northeast
51599,31.7,15.5,36033,42050,5,36,2,0.0735866974166166,Northeast
55531,112.1,57.6,36035,43240,5,36,2,0.0020889233041004123,Northeast
60079,121.9,51.9,36037,49750,5,36,2,0.011301785981790642,Northeast
49221,76.1,45.1,36039,46235,6,36,2,0.0029458970764511083,Northeast
4836,2.8,5.1,36041,49557,6,36,2,0.002274607113316791,Northeast
64519,45.7,23.6,36043,42318,3,36,2,0.002433391714068724,Northeast
116229,91.6,45.7,36045,43410,4,36,2,0.0050417709865868245,Northeast
2504700,35369.2,14125.3,36047,43567,1,36,2,0.005399449035812672,Northeast
27087,21.3,11.9,36049,42846,6,36,2,0.0019566581755085465,Northeast
65393,103.5,42.9,36051,51690,2,36,2,0.0028596332940834645,Northeast
73442,112.2,48.5,36053,53345,3,36,2,0.007134881947659377,Northeast
744344,1132.6,487.8,36055,51303,1,36,2,0.0028696409187150026,Northeast
50219,124.6,57.2,36057,42603,5,36,2,0.003365260160497023,Northeast
1339532,4704.8,1645,36059,93613,2,36,2,0.002377696090873529,Northeast
1585873,69468.4,37106.4,36061,64971,1,36,2,0.005466389805488838,Northeast
216469,414.4,189.8,36063,45964,2,36,2,0.010555783969067164,Northeast
234878,193.7,85.9,36065,46708,3,36,2,0.0025758053116937303,Northeast
467026,600,260,36067,50676,3,36,2,0.008175133718465353,Northeast
107931,167.6,74.8,36069,56468,2,36,2,0.0025571893153959473,Northeast
372813,459.3,168.8,36071,69523,2,36,2,0.004688677701689587,Northeast
42883,109.6,47.1,36073,48063,2,36,2,0.0057598582188746125,Northeast
122109,128.3,56.3,36075,45333,3,36,2,0.004258490365165549,Northeast
62259,62.2,30.7,36077,45268,5,36,2,0.0019434941133008882,Northeast
99710,432.9,166,36079,89218,2,36,2,0.0017550897603048842,Northeast
2230722,20553.6,7694.7,36081,55291,1,36,2,0.006887456168899576,Northeast
159429,244.4,109.6,36083,54152,3,36,2,0.0024148680603905187,Northeast
468730,8030.3,3026.5,36085,71084,1,36,2,0.0036161542892496745,Northeast
311687,1795.9,599.6,36087,82534,2,36,2,0.002922803966800027,Northeast
111944,41.8,19.4,36089,42303,5,36,2,0.010138998070463803,Northeast
219607,271.1,121.8,36091,65100,3,36,2,0.0017667924975069101,Northeast
154727,756.6,333.5,36093,55188,3,36,2,0.003716222766550117,Northeast
32749,52.7,27.7,36095,50864,3,36,2,0.002137469846407524,Northeast
18343,55.9,28.8,36097,47404,6,36,2,0.00256228534045685,Northeast
35251,108.9,49.6,36099,46707,5,36,2,0.0029502709143003035,Northeast
98990,71.2,35.1,36101,43867,5,36,2,0.002323467016870391,Northeast
1493350,1637.4,624.9,36103,84506,2,36,2,0.003593263468041651,Northeast
77547,80.1,50.8,36105,48103,6,36,2,0.004564973499941971,Northeast
51125,98.6,42.8,36107,51948,4,36,2,0.0016821515892420538,Northeast
101564,214,87.8,36109,48655,4,36,2,0.003544563034145957,Northeast
182493,162.3,74.4,36111,57584,4,36,2,0.003271358353471092,Northeast
65707,75.8,44.7,36113,51619,4,36,2,0.002191547323725022,Northeast
63216,76.1,34.7,36115,48327,4,36,2,0.0020248038471273096,Northeast
93772,155.3,68,36117,52562,2,36,2,0.0027513543488461374,Northeast
949113,2204.7,861.4,36119,79619,2,36,2,0.004177584755450615,Northeast
42155,71.1,30.3,36121,50075,6,36,2,0.0029889692800379552,Northeast
25348,75,39.9,36123,46822,2,36,2,0.0014991320814265426,Northeast
151131,356.5,157,37001,44167,4,37,4,0.006749111697798599,Southeast
37198,143.1,62.3,37003,40014,3,37,4,0.0026345502446368085,Southeast
11155,47.5,34.4,37005,30845,6,37,4,0.0024204392649036306,Southeast
26948,50.7,21.8,37007,34745,6,37,4,0.0061229033694522785,Southeast
27281,64,40.7,37009,34538,6,37,4,0.0023826106081155382,Southeast
17797,72,56.2,37011,34918,6,37,4,0.004214193403382593,Southeast
47759,57.7,29.8,37013,40653,5,37,4,0.004355200067003078,Southeast
21282,30.4,14,37015,29110,6,37,4,0.004510854243022272,Southeast
35190,40.2,20.3,37017,30471,6,37,4,0.02128445581131003,Southeast
107431,126.8,91.5,37019,45806,3,37,4,0.007083616460798093,Southeast
238318,362.9,172.6,37021,44190,3,37,4,0.003977878297065265,Southeast
90912,179.3,80.6,37023,37139,3,37,4,0.003574885603660683,Southeast
178011,492.1,198.9,37025,53928,2,37,4,0.0037020184145923566,Southeast
83029,176.1,79.9,37027,37261,3,37,4,0.003095304050392032,Southeast
9980,41.5,17.1,37029,61091,5,37,4,0.003306613226452906,Southeast
66469,131.3,95.2,37031,46155,5,37,4,0.0047540958943266785,Southeast
23719,55.8,25,37033,36927,6,37,4,0.0035836249420295964,Southeast
154358,387.1,170.3,37035,43484,3,37,4,0.0031679601964264893,Southeast
63505,93.1,42.1,37037,56038,3,37,4,0.005416896307377372,Southeast
27444,60.3,38.5,37039,38144,6,37,4,0.013226934849147354,Southeast
14793,85.8,42.3,37041,36761,6,37,4,0.0029067802338944094,Southeast
10587,49.3,33.2,37043,35109,6,37,4,0.003022574855955417,Southeast
98078,211.3,93.4,37045,38208,5,37,4,0.002365464222353637,Southeast
58098,62,27.8,37047,35421,6,37,4,0.03175668697717649,Southeast
103505,146,63.5,37049,44599,4,37,4,0.004869329984058741,Southeast
319431,489.7,207.8,37051,43834,3,37,4,0.016091112008540187,Southeast
23547,89.9,55.2,37053,55376,2,37,4,0.00454410328279611,Southeast
33920,88.5,87.4,37055,53889,5,37,4,0.0036851415094339623,Southeast
162878,294.7,131.5,37057,44249,3,37,4,0.004874814278171392,Southeast
41240,156.1,69.1,37059,49727,3,37,4,0.003612997090203686,Southeast
58505,71.7,31.5,37061,32816,6,37,4,0.004563712503204855,Southeast
267587(r47107),935.7,420.4,37063,49894,3,37,4,0.005003980013976762,Southeast
56552,111.9,49.2,37065,32665,4,37,4,0.00298840005658509,Southeast
350670,859.2,384.4,37067,46749,3,37,4,0.00415490347049933,Southeast
60619,123.3,54.1,37069,43710,2,37,4,0.005427341262640426,Southeast
206086,578.8,249.1,37071,43253,2,37,4,0.004124491717050163,Southeast
12197,35.8,15.3,37073,45682,2,37,4,0.005329179306386817,Southeast
8861,30.3,20.3,37075,28447,6,37,4,0.06387540909603882,Southeast
59916(r47120),112.7,42.9,37077,48210,5,37,4,0.005641231056812871,Southeast
21362,80.3,30.9,37079,41488,6,37,4,0.007209062821833162,Southeast
488406,756.4,337.6,37081,45676,3,37,4,0.005311155063615107,Southeast
54691,75.5,35.6,37083,30439,5,37,4,0.037867290779104425,Southeast
114678,192.7,78.5,37085,42853,5,37,4,0.01213833516454769,Southeast
59036,106.6,63.1,37087,41377,3,37,4,0.0051324615488854254,Southeast
106740,286.1,146.6,37089,46446,3,37,4,0.0042064830429080005,Southeast
24669,69.9,30.1,37091,30878,6,37,4,0.011107057440512384,Southeast
46952,120.2,46.6,37093,42927,3,37,4,0.09609814278411995,Southeast
5810,9.5,5.5,37095,38265,6,37,4,0.004819277108433735,Southeast
159437,277.8,120.3,37097,48962,2,37,4,0.003430822205636082,Southeast
40271,82.1,52.9,37099,37190,5,37,4,0.09446003327456483,Southeast
168878,213.4,85.5,37101,49745,2,37,4,0.005560226909366525,Southeast
10153,21.6,10.3,37103,38354,4,37,4,0.005614104205653501,Southeast
57866,227,94.7,37105,44120,5,37,4,0.007033491169253102,Southeast
59495,148.5,68.5,37107,33625,5,37,4,0.0037314060005042443,Southeast
78265,262.7,112.9,37109,47450,2,37,4,0.0031942758576630676,Southeast
44996,102.1,47.2,37111,34953,5,37,4,0.004200373366521469,Southeast
33922,65.8,49,37113,38615,6,37,4,0.004864099994104121,Southeast
20764,46.2,23.6,37115,38580,3,37,4,0.0023116933153534964,Southeast
24505,53.1,25.4,37117,34766,6,37,4,0.002978983880840645,Southeast
919628,1755.5,760.7,37119,55294,1,37,4,0.0046333952424241105,Southeast
15579,70.4,39.3,37121,32743,6,37,4,0.00417228320174594,Southeast
27798,56.5,32.4,37123,33861,6,37,4,0.004316857327865314,Southeast
88247,126.5,63,37125,48319,5,37,4,0.008294899543327253,Southeast
95840,177.3,78.2,37127,44499,4,37,4,0.006855175292153589,Southeast
202667,1058.1,529.6,37129,48553,3,37,4,0.004958873422905554,Southeast
